V1.x	V2.x	V3	V4.x	V5.x	V6.x	V7.x	V8.x	V9.x	V1.y	V2.y	V4.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10	V11	V12	V13	V14	V15	V16	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology..molecular.function.	Gene.Ontology..GO.	Gene.Ontology..biological.process.	Gene.Ontology..cellular.component.	Gene.Ontology.IDs	Interacts.with	EC.number	Reactome	UniPathway	InterPro
ENA	HBXI01012085	HBXI01012085.1	9.39966081610186	-5.30343359886135	1.42149260868255	-3.73089073166312	1.90803971157061e-4	0.0261219211973395	ENA	HBXI01012085	sp	Q498R1	MTRR_RAT	48.052	154	78	1	5108	4653	3	156	2.42e-34	146	reviewed	MTRR_RAT	Methionine synthase reductase (MSR) (EC 1.16.1.8) (Aquacobalamin reductase) (AqCbl reductase)	Mtrr	Rattus norvegicus (Rat)	700	[methionine synthase] reductase activity [GO:0030586]; FAD binding [GO:0071949]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; NADPH binding [GO:0070402]; NADPH-hemoprotein reductase activity [GO:0003958]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor [GO:0016723]	cytosol [GO:0005829]; intermediate filament cytoskeleton [GO:0045111]; nucleoplasm [GO:0005654]; [methionine synthase] reductase activity [GO:0030586]; FAD binding [GO:0071949]; flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; NADPH binding [GO:0070402]; NADPH-hemoprotein reductase activity [GO:0003958]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor [GO:0016723]; cobalamin metabolic process [GO:0009235]; DNA methylation [GO:0006306]; folic acid metabolic process [GO:0046655]; homocysteine catabolic process [GO:0043418]; homocysteine metabolic process [GO:0050667]; methionine biosynthetic process [GO:0009086]; negative regulation of cystathionine beta-synthase activity [GO:1904042]; regulation of apoptotic process [GO:0042981]; S-adenosylmethionine cycle [GO:0033353]	cobalamin metabolic process [GO:0009235]; DNA methylation [GO:0006306]; folic acid metabolic process [GO:0046655]; homocysteine catabolic process [GO:0043418]; homocysteine metabolic process [GO:0050667]; methionine biosynthetic process [GO:0009086]; negative regulation of cystathionine beta-synthase activity [GO:1904042]; regulation of apoptotic process [GO:0042981]; S-adenosylmethionine cycle [GO:0033353]	cytosol [GO:0005829]; intermediate filament cytoskeleton [GO:0045111]; nucleoplasm [GO:0005654]	GO:0003958; GO:0005654; GO:0005829; GO:0006306; GO:0009086; GO:0009235; GO:0010181; GO:0016491; GO:0016723; GO:0030586; GO:0033353; GO:0042981; GO:0043418; GO:0045111; GO:0046655; GO:0050660; GO:0050667; GO:0070402; GO:0071949; GO:1904042		1.16.1.8	R-RNO-156581;R-RNO-1614635;R-RNO-9759218;		IPR003097;IPR017927;IPR001094;IPR008254;IPR001709;IPR029039;IPR039261;IPR023173;IPR001433;IPR017938;
ENA	HBXI01012421	HBXI01012421.1	408.23240150014	-0.195702588561026	0.0519346206459066	-3.76824912028026	1.64396595662131e-4	0.0245777953355243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01012603	HBXI01012603.1	64.5271599262089	2.14302057537459	0.609630257149547	3.51527922087517	4.39291850126102e-4	0.0395022254454723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01012898	HBXI01012898.1	10.2105194354941	6.65389194474779	1.4387938702564	4.62463184080847	3.75264333741152e-6	0.00237527702569822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01013162	HBXI01013162.1	57.6830317474264	0.679891568098538	0.187182825426109	3.63223263967092	2.80979632874523e-4	0.0316999660811076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01013163	HBXI01013163.1	95.7722764110152	0.893797699566474	0.239862632776589	3.72628987358348	1.94318921186865e-4	0.0262263406707993	ENA	HBXI01013163	sp	Q5RBK0	GIN1_PONAB	33.758	314	199	5	105	1037	1	308	3.5e-57	204	reviewed	GIN1_PONAB	Gypsy retrotransposon integrase-like protein 1 (GIN-1)	GIN1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	522	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	DNA integration [GO:0015074]		GO:0003676; GO:0015074					IPR001584;IPR041588;IPR012337;IPR036397;
ENA	HBXI01013189	HBXI01013189.1	164.546816374273	-0.60398772145141	0.159825148600547	-3.77905308857846	1.5742586189946e-4	0.0238620233817453	ENA	HBXI01013189	sp	E7FA21	SMR8A_DANRE	36.649	191	106	4	116	646	17	206	4.54e-28	126	reviewed	SMR8A_DANRE	Guanine nucleotide exchange protein smcr8a (Smith-Magenis syndrome chromosomal region candidate gene 8 protein homolog A)	smcr8a	Danio rerio (Zebrafish) (Brachydanio rerio)	853	GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]	cytoplasm [GO:0005737]; guanyl-nucleotide exchange factor complex [GO:0032045]; nucleus [GO:0005634]; GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; autophagy [GO:0006914]; regulation of response to stimulus [GO:0048583]	autophagy [GO:0006914]; regulation of response to stimulus [GO:0048583]	cytoplasm [GO:0005737]; guanyl-nucleotide exchange factor complex [GO:0032045]; nucleus [GO:0005634]	GO:0005085; GO:0005096; GO:0005634; GO:0005737; GO:0006914; GO:0032045; GO:0048583					IPR037521;IPR037520;
ENA	HBXI01013235	HBXI01013235.1	94.6845840917196	1.9904048386083	0.522947937784213	3.80612427126467	1.41161474432927e-4	0.0225571407898755	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01013555	HBXI01013555.1	73.8493492961088	3.25679774418781	0.905116111199695	3.59820989140394	3.20414995135902e-4	0.0340969127356629	ENA	HBXI01013555	sp	Q25157	OPSC1_HEMSA	75.2	375	92	1	142	1263	3	377	0	586	reviewed	OPSC1_HEMSA	Compound eye opsin BCRH1		Hemigrapsus sanguineus (Asian shore crab)	377	G protein-coupled receptor activity [GO:0004930]; photoreceptor activity [GO:0009881]	membrane [GO:0016020]; G protein-coupled receptor activity [GO:0004930]; photoreceptor activity [GO:0009881]; phototransduction [GO:0007602]; visual perception [GO:0007601]	phototransduction [GO:0007602]; visual perception [GO:0007601]	membrane [GO:0016020]	GO:0004930; GO:0007601; GO:0007602; GO:0009881; GO:0016020					IPR000276;IPR017452;IPR001760;IPR001391;IPR027430;
ENA	HBXI01013836	HBXI01013836.1	705.903873781783	-1.57783047070307	0.436992085749274	-3.61066143337057	3.05417133417456e-4	0.0334503825808988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01013887	HBXI01013887.1	42.5133519536074	1.21381176165256	0.307479550273563	3.94761785156976	7.89326653137015e-5	0.0163699295771015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01014188	HBXI01014188.1	968.143619589965	-0.480612258510478	0.101741617761955	-4.72385115435226	2.31419823169299e-6	0.00171038989327216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01014566	HBXI01014566.1	145.526304145496	0.78837567870552006	0.216997755555867	3.63310522123142	2.80030756365252e-4	0.0316662157859156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01014917	HBXI01014917.1	154.49190259455	0.851167141980828	0.216778919475128	3.92642948881607	8.62161510772988e-5	0.017221322832809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01015499	HBXI01015499.1	73.968192373178	0.461876224506918	0.135865039834538	3.39952223963877	6.75036899061486e-4	0.0497729930203611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01015658	HBXI01015658.1	20.2141078187137	0.842123142303261	0.236841796866498	3.55563567514203	3.77066296282091e-4	0.0367549142963931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01015886	HBXI01015886.1	18.1367730036231	4.09036437614838	1.18203404244547	3.46044549418048	5.39282396061794e-4	0.0435704211827719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01016054	HBXI01016054.1	5505.48015627349	-0.344137499117057	0.0859024675692977	-4.00614218490802	6.17185051945729e-5	0.0141888514442127	ENA	HBXI01016054	sp	Q93008	USP9X_HUMAN	62.773	2431	841	20	36	7211	65	2470	0	2975	reviewed	USP9X_HUMAN	Probable ubiquitin carboxyl-terminal hydrolase FAF-X (EC 3.4.19.12) (Deubiquitinating enzyme FAF-X) (Fat facets in mammals) (hFAM) (Fat facets protein-related, X-linked) (Ubiquitin thioesterase FAF-X) (Ubiquitin-specific protease 9, X chromosome) (Ubiquitin-specific-processing protease FAF-X)	USP9X DFFRX FAM USP9	Homo sapiens (Human)	2554	co-SMAD binding [GO:0070410]; cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; deubiquitinase activity [GO:0101005]; K48-linked deubiquitinase activity [GO:1990380]; K63-linked deubiquitinase activity [GO:0061578]	cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; growth cone [GO:0030426]; membrane [GO:0016020]; nucleus [GO:0005634]; co-SMAD binding [GO:0070410]; cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; cysteine-type peptidase activity [GO:0008234]; deubiquitinase activity [GO:0101005]; K48-linked deubiquitinase activity [GO:1990380]; K63-linked deubiquitinase activity [GO:0061578]; amyloid fibril formation [GO:1990000]; axon extension [GO:0048675]; BMP signaling pathway [GO:0030509]; cell division [GO:0051301]; cell migration [GO:0016477]; chromosome segregation [GO:0007059]; female gamete generation [GO:0007292]; monoubiquitinated protein deubiquitination [GO:0035520]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuron migration [GO:0001764]; positive regulation of DNA demethylation [GO:1901537]; positive regulation of protein binding [GO:0032092]; positive regulation of TORC2 signaling [GO:1904515]; protein deubiquitination [GO:0016579]; protein deubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0071947]; protein import into peroxisome matrix, receptor recycling [GO:0016562]; protein K63-linked deubiquitination [GO:0070536]; protein localization [GO:0008104]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; regulation of circadian rhythm [GO:0042752]; rhythmic process [GO:0048511]; transforming growth factor beta receptor signaling pathway [GO:0007179]	amyloid fibril formation [GO:1990000]; axon extension [GO:0048675]; BMP signaling pathway [GO:0030509]; cell division [GO:0051301]; cell migration [GO:0016477]; chromosome segregation [GO:0007059]; female gamete generation [GO:0007292]; monoubiquitinated protein deubiquitination [GO:0035520]; negative regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032435]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuron migration [GO:0001764]; positive regulation of DNA demethylation [GO:1901537]; positive regulation of protein binding [GO:0032092]; positive regulation of TORC2 signaling [GO:1904515]; protein deubiquitination [GO:0016579]; protein deubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0071947]; protein import into peroxisome matrix, receptor recycling [GO:0016562]; protein K63-linked deubiquitination [GO:0070536]; protein localization [GO:0008104]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; regulation of circadian rhythm [GO:0042752]; rhythmic process [GO:0048511]; transforming growth factor beta receptor signaling pathway [GO:0007179]	cilium [GO:0005929]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; growth cone [GO:0030426]; membrane [GO:0016020]; nucleus [GO:0005634]	GO:0000122; GO:0001764; GO:0004197; GO:0004843; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0005929; GO:0007059; GO:0007179; GO:0007292; GO:0008104; GO:0008234; GO:0016020; GO:0016477; GO:0016562; GO:0016567; GO:0016579; GO:0030426; GO:0030509; GO:0032092; GO:0032435; GO:0035520; GO:0042752; GO:0048511; GO:0048675; GO:0050821; GO:0051301; GO:0061578; GO:0070410; GO:0070536; GO:0071947; GO:0101005; GO:1901537; GO:1904515; GO:1990000; GO:1990380	P42858; Q07820; O60285; Q13485; P08393; P0DTC9	3.4.19.12	R-HSA-2173795;R-HSA-5689880;R-HSA-8866652;R-HSA-9013420;R-HSA-9013424;R-HSA-9033241;R-HSA-977225;		IPR016024;IPR021905;IPR038765;IPR001394;IPR018200;IPR028889;
ENA	HBXI01016319	HBXI01016319.1	217.202602037124	0.607232417319437	0.159602894110681	3.80464540259737	1.42007475767152e-4	0.0225580774376487	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01016320	HBXI01016320.1	8.60531985879598	3.23665975749799	0.771492217659583	4.19532392344383	2.72481892892267e-5	0.00845874044317409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01016624	HBXI01016624.1	374.282358311353	-0.849310405209713	0.192167460271278	-4.4196369354664	9.88668588075508e-6	0.00454582355147397	ENA	HBXI01016624	sp	O18473	ECR_HELVI	56.522	276	110	5	573	1394	127	394	2.12e-84	293	reviewed	ECR_HELVI	Ecdysone receptor (20-hydroxy-ecdysone receptor) (20E receptor) (EcRH) (Ecdysteroid receptor) (HvEcR) (Nuclear receptor subfamily 1 group H member 1)	EcR NR1H1	Heliothis virescens (Tobacco budworm moth)	576	ecdysone binding [GO:0035100]; nuclear receptor activity [GO:0004879]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; ecdysone binding [GO:0035100]; nuclear receptor activity [GO:0004879]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; ecdysone receptor-mediated signaling pathway [GO:0035076]	ecdysone receptor-mediated signaling pathway [GO:0035076]	nucleus [GO:0005634]	GO:0004879; GO:0005634; GO:0008270; GO:0035076; GO:0035100; GO:0043565	Q7SIF6				IPR003069;IPR035500;IPR041889;IPR000536;IPR001723;IPR001628;IPR013088;
ENA	HBXI01016624	HBXI01016624.1	374.282358311353	-0.849310405209713	0.192167460271278	-4.4196369354664	9.88668588075508e-6	0.00454582355147397	ENA	HBXI01016624	sp	O18473	ECR_HELVI	52.469	162	75	1	3895	4374	387	548	5.75e-44	174	reviewed	ECR_HELVI	Ecdysone receptor (20-hydroxy-ecdysone receptor) (20E receptor) (EcRH) (Ecdysteroid receptor) (HvEcR) (Nuclear receptor subfamily 1 group H member 1)	EcR NR1H1	Heliothis virescens (Tobacco budworm moth)	576	ecdysone binding [GO:0035100]; nuclear receptor activity [GO:0004879]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; ecdysone binding [GO:0035100]; nuclear receptor activity [GO:0004879]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]; ecdysone receptor-mediated signaling pathway [GO:0035076]	ecdysone receptor-mediated signaling pathway [GO:0035076]	nucleus [GO:0005634]	GO:0004879; GO:0005634; GO:0008270; GO:0035076; GO:0035100; GO:0043565	Q7SIF6				IPR003069;IPR035500;IPR041889;IPR000536;IPR001723;IPR001628;IPR013088;
ENA	HBXI01016847	HBXI01016847.1	24.5636403729201	-1.40594886603205	0.367716030866984	-3.82346361869828	1.31590015805214e-4	0.0216673867237666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01016882	HBXI01016882.1	22.1424325574721	1.14372854143162	0.261620740335696	4.37170439913921	1.23280361852218e-5	0.00509093993145285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENA	HBXI01016995	HBXI01016995.1	398.816286498395	-0.372619779454028	0.095682527341383	-3.89433462730942	9.84686414447929e-5	0.0183174223157875	ENA	HBXI01016995	sp	A1Z7T0	PKN_DROME	82.941	340	58	0	285	1304	851	1190	0	597	reviewed	PKN_DROME	Serine/threonine-protein kinase N (EC 2.7.11.13) (Protein kinase related to PKN)	Pkn Dpkn CG2049	Drosophila melanogaster (Fruit fly)	1190	ATP binding [GO:0005524]; calcium-dependent protein kinase C activity [GO:0004698]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; small GTPase binding [GO:0031267]	anchoring junction [GO:0070161]; apical cortex [GO:0045179]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; midbody [GO:0030496]; nucleus [GO:0005634]; ATP binding [GO:0005524]; calcium-dependent protein kinase C activity [GO:0004698]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; small GTPase binding [GO:0031267]; actin cytoskeleton reorganization [GO:0031532]; cell adhesion [GO:0007155]; dorsal closure [GO:0007391]; intracellular signal transduction [GO:0035556]; mitotic cytokinesis [GO:0000281]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of wound healing [GO:0090303]; protein autophosphorylation [GO:0046777]; regulation of actomyosin contractile ring localization [GO:1901648]; wing disc morphogenesis [GO:0007472]	actin cytoskeleton reorganization [GO:0031532]; cell adhesion [GO:0007155]; dorsal closure [GO:0007391]; intracellular signal transduction [GO:0035556]; mitotic cytokinesis [GO:0000281]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of wound healing [GO:0090303]; protein autophosphorylation [GO:0046777]; regulation of actomyosin contractile ring localization [GO:1901648]; wing disc morphogenesis [GO:0007472]	anchoring junction [GO:0070161]; apical cortex [GO:0045179]; cleavage furrow [GO:0032154]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; midbody [GO:0030496]; nucleus [GO:0005634]	GO:0000281; GO:0004672; GO:0004674; GO:0004698; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0007155; GO:0007391; GO:0007472; GO:0018105; GO:0030027; GO:0030496; GO:0031267; GO:0031532; GO:0032154; GO:0035556; GO:0045179; GO:0046777; GO:0070161; GO:0090303; GO:0106310; GO:1901648		2.7.11.13	R-DME-5625740;R-DME-5625886;R-DME-8980692;R-DME-9013149;		IPR000961;IPR000008;IPR035892;IPR011072;IPR036274;IPR011009;IPR017892;IPR037313;IPR000719;IPR017441;IPR008271;
ENA	HBXI01017205	HBXI01017205.1	217.515374586636	-2.67536770022604	0.675751408300921	-3.95910044339067	7.5232593783022e-5	0.0158796032731728	ENA	HBXI01017205	sp	Q95RA9	GILT1_DROME	34.555	191	108	7	1270	746	30	219	8.9e-28	116	reviewed	GILT1_DROME	GILT-like protein 1	GILT1 CG9796	Drosophila melanogaster (Fruit fly)	250	oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on a sulfur group of donors [GO:0016667]; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]	extracellular region [GO:0005576]; plasma membrane [GO:0005886]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on a sulfur group of donors [GO:0016667]; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]; immune system process [GO:0002376]; positive regulation of defense response to bacterium [GO:1900426]	immune system process [GO:0002376]; positive regulation of defense response to bacterium [GO:1900426]	extracellular region [GO:0005576]; plasma membrane [GO:0005886]	GO:0002376; GO:0005576; GO:0005886; GO:0016491; GO:0016667; GO:0016671; GO:1900426			R-DME-2132295;		IPR004911;
ENA	HBXI01017209	HBXI01017209.1	435.157315520566	-1.84040093246689	0.519949352230445	-3.53957731569827	4.00768357887576e-4	0.037780750922098	ENA	HBXI01017209	sp	Q95RA9	GILT1_DROME	34.555	191	108	7	1253	729	30	219	8.8e-28	116	reviewed	GILT1_DROME	GILT-like protein 1	GILT1 CG9796	Drosophila melanogaster (Fruit fly)	250	oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on a sulfur group of donors [GO:0016667]; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]	extracellular region [GO:0005576]; plasma membrane [GO:0005886]; oxidoreductase activity [GO:0016491]; oxidoreductase activity, acting on a sulfur group of donors [GO:0016667]; oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor [GO:0016671]; immune system process [GO:0002376]; positive regulation of defense response to bacterium [GO:1900426]	immune system process [GO:0002376]; positive regulation of defense response to bacterium [GO:1900426]	extracellular region [GO:0005576]; plasma membrane [GO:0005886]	GO:0002376; GO:0005576; GO:0005886; GO:0016491; GO:0016667; GO:0016671; GO:1900426			R-DME-2132295;		IPR004911;
ENA	HBXI01017573	HBXI01017573.1	991.975576551975	-0.832994320034344	0.194666030575254	-4.27909439347367	1.87655272154037e-5	0.00653281618160247	ENA	HBXI01017573	sp	P08108	HSP70_ONCMY	88.216	611	72	0	178	2010	1	611	0	1050	reviewed	HSP70_ONCMY	Heat shock cognate 70 kDa protein (HSP70)	hsc71	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)	651	ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]	cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]; response to arsenite ion [GO:1903842]; response to cadmium ion [GO:0046686]; response to copper ion [GO:0046688]; response to heat [GO:0009408]	response to arsenite ion [GO:1903842]; response to cadmium ion [GO:0046686]; response to copper ion [GO:0046688]; response to heat [GO:0009408]	cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleus [GO:0005634]	GO:0005524; GO:0005634; GO:0005737; GO:0009408; GO:0016020; GO:0046686; GO:0046688; GO:0140662; GO:1903842					IPR043129;IPR018181;IPR029048;IPR029047;IPR013126;
ENA	HBXI01017902	HBXI01017902.1	30315.8880824627	0.215177924345742	0.0606935841591708	3.54531582418054	3.92142924129741e-4	0.0375486480083208	ENA	HBXI01017902	sp	P36241	RL19_DROME	78.646	192	39	1	633	64	1	192	5.73e-81	243	reviewed	RL19_DROME	60S ribosomal protein L19	RpL19 M(2)60E CG2746	Drosophila melanogaster (Fruit fly)	203	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]	GO:0002181; GO:0003723; GO:0003735; GO:0022625; GO:0022626			R-DME-156827;R-DME-1799339;R-DME-72689;R-DME-72706;R-DME-975956;R-DME-975957;		IPR035970;IPR000196;IPR023638;IPR015972;IPR033935;IPR039547;
ENA	HBXI01018147	HBXI01018147.1	591.565553891911	-0.538147370659583	0.143649945441802	-3.7462413856440002	1.79503873990336e-4	0.0256558938725543	ENA	HBXI01018147	sp	Q5ZIX8	KDM3A_CHICK	44.97	825	395	15	146	2554	528	1315	0	651	reviewed	KDM3A_CHICK	Lysine-specific demethylase 3A (EC 1.14.11.65) (JmjC domain-containing histone demethylation protein 2A) (Jumonji domain-containing protein 1A) ([histone H3]-dimethyl-L-lysine(9) demethylase 3A)	KDM3A JHDM2A JMJD1A RCJMB04_22o22	Gallus gallus (Chicken)	1325	chromatin DNA binding [GO:0031490]; histone H3K9 demethylase activity [GO:0032454]; histone H3K9me/H3K9me2 demethylase activity [GO:0140683]; metal ion binding [GO:0046872]; transcription coregulator activity [GO:0003712]	chromatin [GO:0000785]; cytoplasm [GO:0005737]; histone deacetylase complex [GO:0000118]; chromatin DNA binding [GO:0031490]; histone H3K9 demethylase activity [GO:0032454]; histone H3K9me/H3K9me2 demethylase activity [GO:0140683]; metal ion binding [GO:0046872]; transcription coregulator activity [GO:0003712]; chromatin organization [GO:0006325]; histone H3-K9 demethylation [GO:0033169]; regulation of transcription by RNA polymerase II [GO:0006357]	chromatin organization [GO:0006325]; histone H3-K9 demethylation [GO:0033169]; regulation of transcription by RNA polymerase II [GO:0006357]	chromatin [GO:0000785]; cytoplasm [GO:0005737]; histone deacetylase complex [GO:0000118]	GO:0000118; GO:0000785; GO:0003712; GO:0005737; GO:0006325; GO:0006357; GO:0031490; GO:0032454; GO:0033169; GO:0046872; GO:0140683		1.14.11.65			IPR045109;IPR003347;
